Matchup,Open,Closing Range,Close Start Range,Close End Range,Movement,Event,Fight Date
Daniel Madrid vs Seth Baczynski,-135,+105 ... +105,105,105,-15.5%,LFA 59: Michaud vs. Aguilera,Feb 1st 2019
Daniel Madrid vs Ian Heinisch,-270,-300 ... -300,-300,-300,+9.4%,LFA 31: Moffett vs. Le,Jan 19th 2018
Daniel Madrid vs Tom Gallicchio,130,-255 ... -255,-255,-255,+46.2%,M-1 Challenge 27: Garner vs. Grishin,Oct 14th 2011
Daniel Madrid vs Tom Gallicchio,130,-255 ... -255,-255,-255,+46.2%,M-1 Challenge 27: Garner vs. Grishin,Oct 14th 2011
Pat Casey vs Kyle Wright vs Pat Casey,400,+350 ... +400,350,400,, ,
Gary Balletto vs Pat Casey,-140,-225 ... -215,-225,-215,-5.3%,CES 71,
Daniel Frunza vs Pat Casey,125,-105 ... +115,-105,115,-17.9%,CES 70,
Armus Guyton vs Pat Casey,165,+220 ... +285,220,285,-11.4%,CES 67,
Roman Faraldo,-205,-360 ... -286,-360,-286,+23.6%,Bellator 252: Pitbull vs. Carvalho,Nov 12th 2020
Roman Faraldo vs Luca Poclit vs Roman Faraldo,-280,-200 ... -175,-200,-175,, ,
Levan Chokheli vs Roman Faraldo,-500,-1800 ... -1000,-1800,-1000,+11.4%,Bellator 288,
Luis Iniguez vs Roman Faraldo,-300,-2200 ... -835,-2200,-835,-11.8%,Bellator 283,
Kelvin Rayford vs Roman Faraldo,-600,-1600 ... -1000,-1600,-1000,-22.8%,Bellator 276,
Robert Turnquest vs Roman Faraldo,-600,-714 ... -590,-714,-590,-8.2%,Bellator 271,
John Ramirez vs Roman Faraldo,-300,-1050 ... -599,-1050,-599,-0.8%,Bellator 262,
Trevor Gudde vs Roman Faraldo,-205,-360 ... -286,-360,-286,-17.3%,Bellator 255: Pitbull vs. Sanchez 2,
Pat Casey,165,+220 ... +285,220,285,-12.8%,Bellator 252: Pitbull vs. Carvalho,Nov 12th 2020
Pat Casey,165,+220 ... +285,220,285,-12.8%,Bellator 252: Pitbull vs. Carvalho,Nov 12th 2020
Tommy Aaron vs Junior Melo,125,+300 ... +400,300,400,-36.3%,LFA 127,Mar 25th 2022
Tommy Aaron vs Gerald Scott,-240,-205 ... -192,-205,-192,-13.7%,LFA 100: Altamirano vs. Smith,Feb 19th 2021
Gerald Scott vs Matt Mooney,160,+400 ... +420,400,420,-28.4%,Fury FC 64,Jun 5th 2022
Gerald Scott vs Dante Brown,110,+215 ... +220,215,220,-27.9%,Fury FC 51,Sep 12th 2021
Gerald Scott vs Tommy Aaron,190,+145 ... +165,145,165,+5.9%,LFA 100: Altamirano vs. Smith,Feb 19th 2021
Chris Vasil vs Jose Perez,-400,-275 ... -275,-275,-275,-25%,CFFC,Sep 2nd 2023
Chris Vasil vs Frank Wells,-240,-333 ... -295,-333,-295,+13.4%,CFFC 116,Dec 16th 2022
Chris Vasil vs Vilson Ndregjoni,160,-145 ... -125,-145,-125,+26.8%,CFFC 109,May 27th 2022
Chris Vasil vs Paul Capaldo,-300,-275 ... -240,-275,-240,-13.3%,CFFC 95: Kamchybekov vs. Smith,Apr 2nd 2021
Chris Padilla vs Nate Andrews,-565,-420 ... -420,-420,-420,-18.8%,CES MMA 49: Andrews vs. Padilla,Apr 6th 2018
Gabriel Green vs Yohan Lainesse,-185,-107 ... +120,-107,120,-45.5%,UFC Fight Night: Font vs. Vera,Apr 30th 2022
Gabriel Green vs Daniel Rodriguez,-265,-370 ... -350,-370,-350,+16.7%,UFC on ESPN 9: Woodley vs. Burns,May 30th 2020
Alex Trinidad vs Lucas Martino,-175,-140 ... -120,-140,-120,-13.3%,Cage Warriors,Sep 9th 2023
Alex Trinidad vs Alberto Romo,-700,+210 ... +240,210,240,-339.1%,Cage Warriors 149,Mar 3rd 2023
Alex Trinidad vs Jordan Bailey,210,+130 ... +165,130,165,+12.6%,Cage Warriors 139,Jun 10th 2022
Alex Trinidad vs Brandon Laroco,-400,-400 ... -240,-400,-240,-11.8%,Cage Warriors,Aug 1st 2021
Alex Trinidad vs Brandon Laroco,-400,-400 ... -240,-400,-240,-11.8%,Cage Warriors,Aug 1st 2021
Jason Gonzalez vs Jim Miller,-155,-139 ... -115,-139,-115,-4.4%,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27th 2019
Jason Gonzalez vs Gregor Gillespie,-565,-450 ... -420,-450,-420,-7.2%,UFC Fight Night 116: Rockhold vs. Branch,Sep 16th 2017
Jason Gonzalez vs J.C. Cottrell,-165,-132 ... -125,-132,-125,-7.7%,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
Jason Gonzalez vs Drew Dober,-180,-155 ... -150,-155,-150,-3%,UFC 203: Miocic vs. Overeem,Sep 10th 2016
Jason Gonzalez vs Drew Dober,-180,-155 ... -150,-155,-150,-3%,UFC 203: Miocic vs. Overeem,Sep 10th 2016
J.C. Cottrell vs Jason Gonzalez,125,+105 ... +112,105,112,+9.5%,UFC on FOX 23: Shevchenko vs. Pena,Jan 28th 2017
J.C. Cottrell vs Michel Prazeres,-260,-225 ... -220,-225,-220,+1.8%,UFC on FOX 20: Holm vs. Shevchenko,Jul 23rd 2016
J.C. Cottrell vs Ed Cline,235,+190 ... +190,190,190,+3.9%,Legacy FC 45: Todhunter vs. Smith,Sep 11th 2015
J.C. Cottrell vs Ed Cline,235,+190 ... +190,190,190,+3.9%,Legacy FC 45: Todhunter vs. Smith,Sep 11th 2015
Cody Walker vs Matt Jones,-240,-500 ... -450,-500,-450,+33.8%,Fury FC 69,Sep 23rd 2022
Cody Walker vs Shakeem Richardson,160,+163 ... +170,163,170,-0.8%,Fury FC 64,Jun 5th 2022
Cody Walker vs A.J. McKee,-600,-700 ... -670,-700,-670,+16.4%,Bellator 160: Henderson vs. Pitbull,Aug 26th 2016
Ricardo Lucas vs Michinori Tanaka,-230,-125 ... -125,-125,-125,-31.7%,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 4th 2017
Michinori Tanaka vs Ary Farias,165,+163 ... +170,163,170,-2.9%,LFA 138,Aug 5th 2022
Michinori Tanaka vs Ricardo Dias,240,+125 ... +140,125,140,+18.8%,LFA 117,Nov 5th 2021
Michinori Tanaka vs Ricardo Lucas,Ramos,+170 +105 ...,170,...,+20.3%,UFC Fight Night 104: Bermudez vs. Korean Zombie,+105 Feb 4th 2017
Michinori Tanaka vs Rani Yahya,-125,-110 ... -105,-110,-105,+0.8%,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24th 2016
Michinori Tanaka vs Joe Soto,-105,+120 ... +124,120,124,-2.1%,UFC 195: Lawler vs. Condit,Jan 2nd 2016
Michinori Tanaka vs Kyung Ho,Kang,+110 +138 ...,110,...,-1.1%,UFC Fight Night 52: Hunt vs. Nelson,+140 Sep 20th 2014
Michinori Tanaka vs Roland Delorme,-140,+130 ... +140,130,140,-20%,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
Roland Delorme vs Yuta Sasaki,-140,-150 ... -140,-150,-140,+13%,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
Roland Delorme vs Michinori Tanaka,100,-150 ... -150,-150,-150,+27.1%,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
Roland Delorme vs Alex Caceres,-120,-150 ... -140,-150,-140,+18.5%,UFC 165: Jones vs. Gustafsson,Sep 21st 2013
Roland Delorme vs Edwin Figueroa,120,+125 ... +126,125,126,+3.6%,UFC 161: Evans vs. Henderson,Jun 15th 2013
Roland Delorme vs Francisco Rivera,-135,-135 ... -130,-135,-130,+1.4%,UFC 149: Faber vs. Barao,Jul 21st 2012
Roland Delorme vs Nick Denis,-240,-290 ... -280,-290,-280,+18.4%,UFC on FOX 3: Diaz vs. Miller,May 5th 2012
Roland Delorme vs Josh Ferguson,-130,-115 ... -115,-115,-115,-2.4%,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
Roland Delorme vs Josh Ferguson,-130,-115 ... -115,-115,-115,-2.4%,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
Yuta Sasaki vs Boyd Allen,163,+210 ... +215,210,215,-5.9%,Rizin,May 6th 2023
Yuta Sasaki vs Jussier Formiga,-475,-420 ... -380,-420,-380,0%,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22nd 2017
Yuta Sasaki vs Justin Scoggins,-555,-525 ... -515,-525,-515,+8.5%,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
Yuta Sasaki vs Wilson Reis,250,+475 ... +485,475,485,-11.7%,UFC 208: Holm vs. de Randamie,Feb 11th 2017
Yuta Sasaki vs Willie Gates,125,+105 ... +115,105,115,+9.2%,UFC Fight Night 87: Overeem vs. Arlovski,May 8th 2016
Yuta Sasaki vs Taylor Lapilus,190,+240 ... +265,240,265,-2.6%,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
Yuta Sasaki vs Leandro Issa,285,+360 ... +420,360,420,-2.7%,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
Yuta Sasaki vs Roland Delorme,100,+130 ... +130,130,130,-1.5%,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
Jussier Formiga vs Felipe Bunes,350,+225 ... +270,225,270,+7.4%,LFA 124,Feb 11th 2022
Jussier Formiga vs Joseph Benavidez,-165,-139 ... -125,-139,-125,-7.1%,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Jussier Formiga vs Deiveson Figueiredo,-175,-170 ... -160,-170,-160,+2.5%,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Jussier Formiga vs Sergio Pettis,-185,-190 ... -189,-190,-189,+7.2%,UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018
Jussier Formiga vs Yuta Sasaki,325,+315 ... +335,315,335,+3.2%,UFC Fight Night 117: Saint Preux vs. Okami,Sep 22nd 2017
Jussier Formiga vs Ray Borg,-110,-130 ... -125,-130,-125,+14.9%,UFC Fight Night 106: Belfort vs. Gastelum,Mar 11th 2017
Jussier Formiga vs Dustin Ortiz,150,+170 ... +175,170,175,-2.6%,UFC Fight Night 95: Cyborg vs. Lansberg,Sep 24th 2016
Jussier Formiga vs Henry Cejudo,-300,-550 ... -500,-550,-500,+36.6%,UFC Fight Night 78: Magny vs. Gastelum,Nov 21st 2015
Jussier Formiga vs Wilson Reis,-105,-115 ... -115,-115,-115,+10.8%,UFC Fight Night 67: Alves vs. Condit,May 30th 2015
Jussier Formiga vs Zach Makovsky,-210,-335 ... -320,-335,-320,+32.1%,UFC Fight Night 47: Bader vs. Saint Preux,Aug 16th 2014
Jussier Formiga vs Scott Jorgensen,-210,-190 ... -185,-190,-185,+3%,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014
Jussier Formiga vs Alex Perez,110,-145 ... -139,-145,-139,+18.8%,UFC 250: Nunes vs. Spencer,Jun 6th 2020
Jussier Formiga vs Brandon Moreno,145,+155 ... +165,155,165,-0.2%,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Jussier Formiga vs Ben Nguyen,125,-110 ... -107,-110,-107,+13.1%,UFC 221: Romero vs. Rockhold,Feb 10th 2018
Joseph Benavidez vs Askar Askarov,130,-164 ... -129,-164,-129,+25.6%,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Joseph Benavidez vs Deiveson Figueiredo,-150,-250 ... -220,-250,-220,+21.2%,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Joseph Benavidez vs Jussier Formiga,125,+105 ... +115,105,115,+8.3%,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019
Joseph Benavidez vs Dustin Ortiz,260,+187 ... +200,187,200,+11.7%,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19th 2019
Joseph Benavidez vs Alex Perez,155,-127 ... -120,-127,-120,+25.1%,UFC: The Ultimate Fighter 28 Finale: Dos Anjos vs. Usman,Nov 30th 2018
Joseph Benavidez vs Sergio Pettis,180,+170 ... +175,170,175,+7.2%,UFC 225: Whittaker vs. Romero 2,Jun 9th 2018
Joseph Benavidez vs Henry Cejudo,180,+160 ... +163,160,163,+8.8%,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Joseph Benavidez vs Zach Makovsky,280,+330 ... +335,330,335,-0.5%,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
Joseph Benavidez vs Ali Bagautinov,220,+280 ... +295,280,295,-3.7%,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015
Joseph Benavidez vs John Moraga,335,+475 ... +525,475,525,-4.8%,UFC 187: Johnson vs. Cormier,May 23rd 2015
Joseph Benavidez vs Dustin Ortiz,285,+380 ... +400,380,400,-2.9%,UFC Fight Night 57: Edgar vs. Swanson,Nov 22nd 2014
Joseph Benavidez vs Timothy Elliott,285,+395 ... +400,395,400,-3.2%,UFC 172: Jones vs. Teixeira,Apr 26th 2014
Joseph Benavidez vs Deiveson Figueiredo,135,+127 ... +140,127,140,+2.1%,UFC on ESPN+ 27: Benavidez vs. Figueiredo,Feb 29th 2020
Joseph Benavidez vs Demetrious Johnson,-140,-145 ... -135,-145,-135,+9.1%,UFC on FOX 9: Johnson vs. Benavidez,Dec 14th 2013
Joseph Benavidez vs Jussier da,Silva,+250 +500 ...,250,...,-12.7%,UFC Fight Night 28: Teixeira vs. Bader,+580 Sep 4th 2013
Joseph Benavidez vs Darren Uyenoyama,335,+450 ... +480,450,480,-2.3%,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
Joseph Benavidez vs Ian McCall,145,+190 ... +190,190,190,-5.1%,UFC 156: Aldo vs. Edgar,Feb 2nd 2013
Joseph Benavidez vs Demetrious Johnson,200,+220 ... +225,220,225,+2.7%,UFC 152: Jones vs. Belfort,Sep 22nd 2012
Joseph Benavidez vs Yasuhiro Urushitani,425,+680 ... +680,680,680,-3%,UFC on FX 2: Alves vs. Kampmann,Mar 2nd 2012
Joseph Benavidez vs Eddie Wineland,175,+265 ... +265,265,265,-7.9%,UFC On Versus 5: Hardy vs. Lytle,Aug 14th 2011
Joseph Benavidez vs Ian Loveland,220,+360 ... +360,360,360,-9.1%,UFC 128: Shogun vs. Jones,Mar 19th 2011
Joseph Benavidez vs Wagnney Fabiano,180,+175 ... +175,175,175,+4%,WEC 52: Faber vs. Mizugaki,Nov 11th 2010
Joseph Benavidez vs Dominick Cruz,-140,-210 ... -210,-210,-210,+31%,WEC 50: Cruz vs. Benavidez,Aug 18th 2010
Joseph Benavidez vs Miguel Torres,-270,-310 ... -310,-310,-310,+18.4%,WEC 47: Bowles vs. Cruz,Mar 6th 2010
Joseph Benavidez vs Rani Yahya,155,+190 ... +190,190,190,-10%,WEC 45: Cerrone vs Ratcliff,Dec 19th 2009
Joseph Benavidez vs Dominick Cruz,210,+215 ... +215,215,215,-0.5%,WEC 42: Torres vs Bowles,Aug 9th 2009
Joseph Benavidez vs Jeff Curran,-135,+150 ... +150,150,150,-22.9%,WEC 40: Torres vs Mizugaki,Apr 5th 2009
Joseph Benavidez vs Danny Martinez,230,+285 ... +285,285,285,-4.4%,WEC 37: Torres vs Tapia,Dec 3rd 2008
Askar Askarov vs Diego Silva vs Askar Askarov vs Kai Kara-France,170,+290 ... +350,290,350,, ,Mar 26th 2022
Askar Askarov vs Leandro Gomes vs Askar Askarov vs Joseph Benavidez,-150,+100 ... +137,100,137,, ,Mar 6th 2021
Askar Askarov vs Alexandre Pantoja vs Askar Askarov vs Tim Elliott,160,+125 ... +130,125,130,, ,Jan 18th 2020
Askar Askarov vs Brandon Moreno vs Askar Askarov vs Rasul Albaskhanov,365,+475 ... +475,475,475,, ,May 5th 2018
Askar Askarov vs Brandon Moreno vs Askar Askarov vs Rasul Albaskhanov,365,+475 ... +475,475,475,, ,May 5th 2018
Tim Elliott,135,+150 ... +168,150,168,, ,
Matheus Nicolau vs Tim Elliott,-130,-164 ... -125,-164,-125,+9.3%,UFC Fight Night: Dern vs. Rodriguez,
Jordan Espinosa vs Tim Elliott,-190,-164 ... -155,-164,-155,-5.3%,UFC 259: Blachowicz vs. Adesanya,
Ryan Benoit vs Tim Elliott,160,+125 ... +130,125,130,+5.8%,UFC on ESPN 13: Kattar vs. Ige,
Askar Askarov vs Tim Elliott,160,+155 ... +162,155,162,-14.5%,UFC 246: McGregor vs. Cowboy,
Deiveson Figueiredo vs Tim Elliott,-230,-200 ... -190,-200,-190,-0.4%,UFC on ESPN+ 19: Joanna vs. Waterson,
Mark de vs Tim Elliott,-150,-190 ... -170,-190,-170,+5.2%,UFC 219: Cyborg vs. Holm,
Ben Nguyen vs Tim Elliott,-230,-185 ... -174,-185,-174,-7.1%,UFC Fight Night 110: Lewis vs. Hunt,
Louis Smolka vs Tim Elliott,500,+600 ... +650,600,650,+7.8%,UFC on FOX 24: Johnson vs. Reis,
Demetrious Johnson vs Tim Elliott,-305,-350 ... -340,-350,-340,+17.2%,UFC: The Ultimate Fighter 24 Finale,
Pedro Nobre vs Tim Elliott,-305,-350 ... -315,-350,-315,-2.9%,Titan FC 37: Dos Santos vs. Simon,
Felipe Efrain vs Tim Elliott,-380,-355 ... -355,-355,-355,-2.1%,Titan FC 35: Healy vs. Hawn,
Iliarde Santos vs Tim Elliott,100,-132 ... -120,-132,-120,+1.4%,Titan FC 34: Healy vs. Edwards,
Zach Makovsky vs Tim Elliott,-180,-152 ... -138,-152,-138,-11.5%,UFC Fight Night 60: Henderson vs. Thatch,
Brandon Royval vs Tim Elliott,-210,-170 ... -160,-170,-160,+8.5%,UFC on ESPN 9: Woodley vs. Burns,
Ali Bagautinov vs Tim Elliott,-160,-240 ... -230,-240,-230,+8.1%,UFC 167: St-Pierre vs. Hendricks,
Louis Gaudinot vs Tim Elliott,-170,-195 ... -190,-195,-190,-14%,UFC 164: Henderson vs. Pettis II,
Jared Papazian vs Tim Elliott,320,+405 ... +440,405,440,-4.6%,UFC: The Ultimate Fighter 16 Finale,
Jared Papazian vs Tim Elliott,320,+405 ... +440,405,440,-4.6%,UFC: The Ultimate Fighter 16 Finale,
Jordan Espinosa vs Tim Elliott,-130,-164 ... -125,-164,-125,+6.3%,UFC 259: Blachowicz vs. Adesanya,Mar 6th 2021
Jordan Espinosa vs David Dvorak,-170,-120 ... -111,-120,-111,-25.5%,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
Jordan Espinosa vs Mark de,La,Rosa +185 +151,Rosa,151,+7.1%,UFC on ESPN 10: Eye vs. Calvillo,... +162 Jun 13th 2020
Jordan Espinosa vs Matt Schnell,-120,+110 ... +145,110,145,-10.3%,UFC on ESPN 5: Covington vs. Lawler,Aug 3rd 2019
Jordan Espinosa vs Eric Shelton,-150,-140 ... -130,-140,-130,+2.3%,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019
Jordan Espinosa vs Riley Dutro,-275,-160 ... -155,-160,-155,-23.9%,Dana White's Contender Series 12,Jul 10th 2018
Jordan Espinosa vs Nick Urso,-265,-250 ... -245,-250,-245,+7.5%,Dana White's Contender Series 7,Aug 22nd 2017
Jordan Espinosa vs Rafael de,Freitas,-555 -780 ...,-555,...,+17%,Legacy FC 36: East vs. Lewis,-780 Oct 17th 2014
Jordan Espinosa vs Alex Perez,-280,-278 ... -240,-278,-240,-2.2%,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25th 2020
Jordan Espinosa vs Alex Perez,-280,-278 ... -240,-278,-240,-2.2%,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25th 2020
David Dvorak vs Matt Schnell,212,+146 ... +146,146,146,+11.4%,UFC 289,Jun 10th 2023
David Dvorak vs Stephen Erceg.,280,+210 ... +245,210,245,+6%,UFC 289,Jun 10th 2023
David Dvorak vs Manel Kape,-160,-250 ... -200,-250,-200,+16.1%,UFC Fight Night 217,Dec 17th 2022
David Dvorak vs Matheus Nicolau,-110,+100 ... +115,100,115,-8.6%,UFC Fight Night 207,Mar 26th 2022
David Dvorak vs Juancamilo Ronderos,360,+333 ... +520,333,520,-3.8%,UFC Fight Night 188: Font vs. Garbrandt,May 22nd 2021
David Dvorak vs Jordan Espinosa,145,-111 ... +100,-111,100,+14.7%,UFC on ESPN+ 36: Covington vs. Woodley,Sep 19th 2020
David Dvorak vs Bruno Silva,-145,+100 ... +108,100,108,-19.9%,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020
Raulian Paiva vs Sergey Morozov,-110,-172 ... -154,-172,-154,+18.4%,UFC on ESPN: Tsarukyan vs. Gamrot,Jun 25th 2022
Raulian Paiva vs Sean O'Malley,-330,-375 ... -290,-375,-290,-5.7%,UFC 269,Dec 11th 2021
Raulian Paiva vs Kyler Phillips,-150,-335 ... -278,-335,-278,+32.9%,UFC on ESPN: Sandhagen vs. Dillashaw,Jul 24th 2021
Raulian Paiva vs Zhalgas Zhumagulov,-105,+130 ... +140,130,140,-15.3%,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Raulian Paiva vs Mark de,La,Rosa -105 +220,Rosa,220,-31.5%,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,... +235 Feb 15th 2020
Raulian Paiva vs Rogerio Bontorin,-135,-111 ... +105,-111,105,-6.1%,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,Aug 10th 2019
Raulian Paiva vs Kai Kara-France,-245,-278 ... -235,-278,-235,+13.2%,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Raulian Paiva vs Kai Kara-France,-245,-278 ... -235,-278,-235,+13.2%,UFC 234: Adesanya vs. Silva,Feb 9th 2019
Zhalgas Zhumagulov vs Joshua van,140,+160 ... +190,160,190,-3.9%,UFC Fight Night 228,Jun 24th 2023
Zhalgas Zhumagulov vs Charles Johnson,-175,-180 ... -165,-180,-165,-3.7%,UFC Fight Night 215,Nov 19th 2022
Zhalgas Zhumagulov vs Jeff Molina,-200,-200 ... -175,-200,-175,-5.9%,UFC Fight Night 211,Jun 4th 2022
Zhalgas Zhumagulov vs Manel Kape,-260,-357 ... -275,-357,-275,+5.9%,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
Zhalgas Zhumagulov vs Jerome Rivera,300,+172 ... +250,172,250,+6.2%,UFC 264: Poirier vs. McGregor 3,Jul 10th 2021
Zhalgas Zhumagulov vs Amir Albazi,-105,-120 ... -111,-120,-111,+3.8%,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Zhalgas Zhumagulov vs Raulian Paiva,-115,-172 ... -150,-172,-150,+17.6%,UFC 251: Usman vs. Masvidal,Jul 11th 2020
Zhalgas Zhumagulov vs Tagir Ulanbekov,-505,-515 ... -515,-515,-515,+8.4%,Fight Nights Global 88: Battle on Esil,Aug 31st 2018
Zhalgas Zhumagulov vs Tagir Ulanbekov,-505,-515 ... -515,-515,-515,+8.4%,Fight Nights Global 88: Battle on Esil,Aug 31st 2018
Amir Albazi vs Kai Kara-France,-205,-105 ... +115,-105,115,-50.6%,UFC on ESPN: Hermansson vs. Allen,Jun 3rd 2023
Amir Albazi vs Alessandro Costa,250,+333 ... +400,333,400,-9.9%,UFC Fight Night 217,Dec 17th 2022
Amir Albazi vs Francisco Figueiredo,250,+350 ... +410,350,410,-11.5%,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
Amir Albazi vs Zhalgas Zhumagulov,-115,-111 ... -103,-111,-103,-4.8%,UFC 257: Poirier vs. McGregor 2,Jan 23rd 2021
Amir Albazi vs Malcolm Gordon,115,+112 ... +125,112,125,-1.5%,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Malcolm Gordon vs Jake Hadley,-250,-550 ... -310,-550,-310,+28.1%,UFC 286,Mar 18th 2023
Malcolm Gordon vs Muhammad Mokaev,-700,-1500 ... -1150,-1500,-1150,+32%,UFC 281,Oct 22nd 2022
Malcolm Gordon vs Denys Bondar,-250,-350 ... -250,-350,-250,+13.2%,UFC Fight Night 202,Feb 5th 2022
Malcolm Gordon vs Francisco Figueredo,-230,-350 ... -275,-350,-275,+14%,UFC on ESPN: Makhachev vs. Moises,Jul 17th 2021
Malcolm Gordon vs Su Mudaerji,-175,-400 ... -365,-400,-365,+38.3%,UFC on ESPN 18: Smith vs. Clark,Nov 28th 2020
Malcolm Gordon vs Amir Albazi,-135,-152 ... -132,-152,-132,+0.9%,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,Jul 18th 2020
Su Mudaerji vs Matt Schnell,195,+210 ... +225,210,225,-4.9%,UFC on ABC: Ortega vs. Rodriguez,Jul 16th 2022
Su Mudaerji vs Manel Kape,-150,-200 ... -200,-200,-200,+15.1%,UFC Fight Night: Lemos vs. Andrade,Apr 23rd 2022
Su Mudaerji vs Zarrukh Adashev,205,+333 ... +425,333,425,-15.8%,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Su Mudaerji vs Malcolm Gordon,150,+300 ... +315,300,315,-24.5%,UFC on ESPN 18: Smith vs. Clark,Nov 28th 2020
Su Mudaerji vs Andre Soukhamthath,-245,-170 ... -160,-170,-160,-15.5%,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
Su Mudaerji vs Andre Soukhamthath,-245,-170 ... -160,-170,-160,-15.5%,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
Zarrukh Adashev vs Ode' Osbourne,-280,-230 ... -190,-230,-190,-22.7%,UFC Fight Night 211,Jun 4th 2022
Zarrukh Adashev vs Kleydson Rodrigues,-300,-275 ... -275,-275,-275,-6.5%,UFC Fight Night 201,Jan 15th 2022
Zarrukh Adashev vs Ryan Benoit,-140,-148 ... -130,-148,-130,-2.8%,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Zarrukh Adashev vs Su Mudaerji,-265,-556 ... -450,-556,-450,+37.8%,UFC on ESPN 20: Chiesa vs. Magny,Jan 20th 2021
Zarrukh Adashev vs Tyson Nam,-245,-152 ... -125,-152,-125,-26.7%,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
Ryan Benoit vs Zarrukh Adashev,120,-103 ... +126,-103,126,+0.3%,UFC on ESPN: Hall vs. Strickland,Jul 31st 2021
Ryan Benoit vs Tim Elliott,-190,-164 ... -155,-164,-155,-11.3%,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
Ryan Benoit vs Heili Alateng,130,-105 ... +100,-105,100,+11.4%,UFC on ESPN+ 23: Edgar vs. The Korean Zombie,Dec 21st 2019
Ryan Benoit vs Ashkan Mokhtarian,170,+245 ... +247,245,247,-6.6%,UFC Fight Night 121: Werdum vs. Tybura,Nov 18th 2017
Ryan Benoit vs Brandon Moreno,-175,-190 ... -190,-190,-190,+11.3%,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
Ryan Benoit vs Fredy Serrano,-140,-115 ... -115,-115,-115,-2.4%,UFC 201: Lawler vs. Woodley,Jul 30th 2016
Ryan Benoit vs Ben Nguyen,-135,-135 ... -130,-135,-130,+8.3%,UFC 193: Rousey vs. Holm,Nov 14th 2015
Ryan Benoit vs Sergio Pettis,-425,-700 ... -660,-700,-660,+36%,UFC 185: Pettis vs. dos Anjos,Mar 14th 2015
Ryan Benoit vs Joshua Sampo,-125,-120 ... -115,-120,-115,+5.1%,UFC: The Ultimate Fighter 18 Finale,Nov 30th 2013
Ryan Benoit vs Cody Fuller,435,+450 ... +450,450,450,-0.8%,Legacy FC 24: Feist vs. Ferreira,Oct 11th 2013
Ryan Benoit vs Anthony Birchak,-125,-125 ... -125,-125,-125,+4.2%,MFC 37: True Grit,May 10th 2013
Ryan Benoit vs Randy Villareal,400,+425 ... +425,425,425,-1.6%,Legacy Fighting Championship 13,Aug 17th 2012
